,Total_Capacity_in_kWh_month,Total_Availability_day_in_hours,Total_Availability_evening_in_hours,Total_Reliability,Total_Quality,Total_Legality,Total_Health
2167,2.33,14.0,2.0,5.0,No,1,No
2168,0.0,,Missing_data,Missing_data,,-1,
2169,0.0,,Missing_data,Missing_data,,-1,
2170,0.0,,Missing_data,Missing_data,,-1,
2171,13.95,20.0,3.0,5.0,Yes,1,No
2172,0.0,,Missing_data,Missing_data,,-1,
2173,0.0,,Missing_data,Missing_data,,-1,
2174,11.63,14.0,2.0,3.0,No,1,No
2175,9.3,20.0,2.0,2.0,No,1,No
2176,4.65,22.0,4.0,Missing_data,No,1,No
2177,13.95,22.0,4.0,Missing_data,No,2,No
2178,6.98,20.0,1.0,1.0,Yes,1,No
2179,4.65,23.0,4.0,Missing_data,No,1,No
2180,4.65,10.0,2.0,4.0,No,1,No
2181,0.0,,Missing_data,Missing_data,,-1,
2182,0.0,,Missing_data,Missing_data,,-1,
2183,0.0,,Missing_data,Missing_data,,-1,
2184,0.0,,Missing_data,Missing_data,,-1,
2185,0.0,,Missing_data,Missing_data,,-1,
2186,23.26,19.0,2.0,1.0,Yes,1,No
2187,0.0,12.0,2.0,Missing_data,No,7,No
2188,11.63,12.0,4.0,2.0,No,1,No
2189,27.91,12.0,3.0,3.0,Yes,1,No
2190,46.51,2.0,3.0,Missing_data,Yes,1,No
2191,0.0,22.0,3.0,Missing_data,No,6,No
2192,9.3,21.0,4.0,Missing_data,No,1,No
2193,0.0,,Missing_data,Missing_data,,-1,
2194,0.0,,Missing_data,Missing_data,,-1,
2195,0.0,,Missing_data,Missing_data,,-1,
2196,0.0,,Missing_data,Missing_data,,-1,
2197,0.0,,Missing_data,Missing_data,,-1,
2198,0.0,,Missing_data,Missing_data,,-1,
2199,0.0,,Missing_data,Missing_data,,-1,
2200,0.0,,Missing_data,Missing_data,,-1,
2201,0.0,,Missing_data,Missing_data,,-1,
2202,0.0,,Missing_data,Missing_data,,-1,
2203,0.0,,Missing_data,Missing_data,,-1,
2204,0.0,,Missing_data,Missing_data,,-1,
2205,0.0,,Missing_data,Missing_data,,-1,
2206,0.0,,Missing_data,Missing_data,,-1,
2207,0.0,,Missing_data,Missing_data,,-1,
2208,0.0,,Missing_data,Missing_data,,-1,
2209,0.0,,Missing_data,Missing_data,,-1,
2210,9.3,22.0,3.0,Missing_data,No,4,No
2211,2.33,4.0,4.0,Missing_data,Missing_data,1,No
2212,4.65,23.0,3.0,Missing_data,No,2,No
2213,23.26,15.0,3.0,4.0,Yes,1,No
2214,0.0,,Missing_data,Missing_data,,-1,
2215,2.33,5.0,2.0,2.0,No,1,No
2216,2.33,3.0,2.0,2.0,Missing_data,1,No
2217,9.3,22.0,4.0,1.0,No,1,No
2218,18.6,23.0,3.0,Missing_data,Yes,4,No
2219,18.6,22.0,2.0,10.0,No,1,No
2220,32.56,22.0,1.0,Missing_data,Missing_data,1,No
2221,0.0,,Missing_data,Missing_data,,-1,
2222,11.63,6.0,4.0,2.0,No,1,No
2223,18.6,22.0,3.0,Missing_data,Yes,1,No
2224,13.95,22.0,2.0,3.0,No,1,No
2225,18.6,20.0,2.0,2.0,Missing_data,1,No
2226,18.6,15.0,2.0,2.0,Yes,1,No
2227,11.63,15.0,2.0,2.0,No,1,No
2228,23.26,15.0,1.0,2.0,No,1,No
2229,186.05,21.0,4.0,2.0,No,1,No
2230,46.51,20.0,3.0,2.0,Yes,1,No
2231,37.21,18.0,2.0,1.0,Missing_data,1,No
2232,18.6,13.0,3.0,2.0,Yes,1,No
2233,279.07,22.0,4.0,Missing_data,Yes,1,No
2234,9.3,23.0,4.0,Missing_data,Missing_data,1,No
2235,6.98,18.0,2.0,4.0,Yes,2,No
2236,0.0,,Missing_data,Missing_data,,-1,
2237,0.0,,Missing_data,Missing_data,,-1,
2238,23.26,24.0,3.0,Missing_data,No,1,No
2239,27.91,22.0,3.0,4.0,Yes,1,No
2240,4.65,17.0,3.0,4.0,No,1,No
2241,18.6,23.0,3.0,3.0,Yes,1,No
2242,6.98,24.0,3.0,Missing_data,No,1,No
2243,9.3,,Missing_data,Missing_data,No,1,No
2244,0.0,,Missing_data,Missing_data,,-1,
2245,0.0,,Missing_data,Missing_data,,-1,
2246,4.19,23.0,3.0,1.0,No,1,No
2247,0.0,,Missing_data,Missing_data,,-1,
2248,0.0,9.0,2.0,7.0,Yes,6,No
2249,0.0,15.0,3.0,Missing_data,Missing_data,6,No
2250,9.3,10.0,3.0,2.0,No,1,No
2251,0.0,20.0,3.0,Missing_data,Missing_data,1,No
2252,6.98,6.0,2.0,1.0,Yes,1,No
2253,0.0,,Missing_data,Missing_data,,-1,
2254,0.0,,Missing_data,Missing_data,,-1,
2255,0.0,,Missing_data,Missing_data,,-1,
2256,0.0,,Missing_data,Missing_data,,-1,
2257,0.0,,Missing_data,Missing_data,,-1,
2258,2.33,20.0,2.0,4.0,No,1,No
2259,2.33,13.0,1.0,4.0,No,1,No
2260,5.12,12.0,1.0,8.0,No,1,No
2261,4.65,13.0,1.0,5.0,Yes,1,No
2262,69.77,2.0,3.0,Missing_data,No,1,No
2263,4.65,15.0,1.0,Missing_data,No,1,No
2264,0.0,,Missing_data,Missing_data,,-1,
2265,0.0,,Missing_data,Missing_data,,-1,
2266,0.0,,Missing_data,Missing_data,,-1,
2267,0.0,,Missing_data,Missing_data,,-1,
2268,0.0,,Missing_data,Missing_data,,-1,
2269,0.0,,Missing_data,Missing_data,,-1,
2270,0.0,,Missing_data,Missing_data,,-1,
2271,0.0,,Missing_data,Missing_data,,-1,
2272,0.0,,Missing_data,Missing_data,,-1,
2273,0.0,,Missing_data,Missing_data,,-1,
2274,0.0,,Missing_data,Missing_data,,-1,
2275,0.0,,Missing_data,Missing_data,,-1,
2276,0.0,,Missing_data,Missing_data,,-1,
2277,0.0,,Missing_data,Missing_data,,-1,
2278,0.0,,Missing_data,Missing_data,,-1,
2279,0.0,,Missing_data,Missing_data,,-1,
2280,0.0,,Missing_data,Missing_data,,-1,
2281,0.0,,Missing_data,Missing_data,Missing_data,6,No
2282,0.0,,Missing_data,Missing_data,No,6,No
2283,2.33,,Missing_data,Missing_data,No,1,No
2284,0.0,10.0,2.0,3.0,Yes,6,No
2285,0.0,,Missing_data,Missing_data,,-1,
2286,9.3,22.0,4.0,Missing_data,No,1,No
2287,0.0,,4.0,Missing_data,Missing_data,7,No
2288,0.0,,Missing_data,Missing_data,,-1,
2289,2.33,3.0,2.0,2.0,No,1,No
2290,46.51,24.0,4.0,Missing_data,No,1,No
2291,9.3,,3.0,Missing_data,No,1,No
2292,9.3,21.0,3.0,Missing_data,No,1,No
2293,4.65,24.0,3.0,Missing_data,No,1,No
2294,69.77,23.0,3.0,Missing_data,No,1,No
2295,37.21,20.0,3.0,Missing_data,Yes,1,No
2296,18.6,20.0,3.0,Missing_data,No,1,No
2297,46.51,24.0,4.0,Missing_data,No,1,No
2298,13.95,22.0,4.0,Missing_data,No,1,No
2299,27.91,23.0,3.0,Missing_data,No,1,No
2300,13.95,22.0,4.0,Missing_data,No,1,No
2301,0.0,,Missing_data,Missing_data,,-1,
2302,0.0,,Missing_data,Missing_data,,-1,
2303,0.0,,Missing_data,Missing_data,,-1,
2304,0.0,,Missing_data,Missing_data,,-1,
2305,0.0,,Missing_data,Missing_data,,-1,
2306,0.0,,Missing_data,Missing_data,,-1,
2307,0.0,,Missing_data,Missing_data,,-1,
2308,0.0,,Missing_data,Missing_data,,-1,
2309,0.0,,Missing_data,Missing_data,,-1,
2310,0.0,,Missing_data,Missing_data,,-1,
2311,0.0,,Missing_data,Missing_data,,-1,
2312,0.0,,Missing_data,Missing_data,,-1,
2313,0.0,,Missing_data,Missing_data,,-1,
2314,0.0,,Missing_data,Missing_data,,-1,
2315,0.0,,Missing_data,Missing_data,,-1,
2316,0.0,,Missing_data,Missing_data,,-1,
2317,0.0,,Missing_data,Missing_data,,-1,
2318,0.0,,Missing_data,Missing_data,,-1,
2319,0.0,,Missing_data,Missing_data,,-1,
2320,0.0,,Missing_data,Missing_data,,-1,
2321,0.0,,Missing_data,Missing_data,,-1,
2322,0.0,,Missing_data,Missing_data,,-1,
2323,0.0,,Missing_data,Missing_data,,-1,
2324,0.0,,Missing_data,Missing_data,,-1,
2325,0.0,,Missing_data,Missing_data,,-1,
2326,0.0,,Missing_data,Missing_data,,-1,
2327,0.0,,Missing_data,Missing_data,,-1,
2328,0.0,,Missing_data,Missing_data,,-1,
2329,0.0,,Missing_data,Missing_data,,-1,
2330,0.0,,Missing_data,Missing_data,,-1,
2331,0.0,,Missing_data,Missing_data,,-1,
2332,0.0,,Missing_data,Missing_data,,-1,
2333,0.0,,Missing_data,Missing_data,,-1,
2334,0.0,,Missing_data,Missing_data,,-1,
2335,0.0,,Missing_data,Missing_data,,-1,
2336,0.0,,Missing_data,Missing_data,,-1,
2337,0.0,,Missing_data,Missing_data,,-1,
2338,0.0,,Missing_data,Missing_data,,-1,
2339,0.0,,Missing_data,Missing_data,,-1,
2340,0.0,,Missing_data,Missing_data,,-1,
2341,0.0,,Missing_data,Missing_data,,-1,
2342,0.0,,Missing_data,Missing_data,,-1,
2343,0.0,,Missing_data,Missing_data,,-1,
2344,0.0,,Missing_data,Missing_data,,-1,
2345,0.0,,Missing_data,Missing_data,,-1,
2346,0.0,,Missing_data,Missing_data,,-1,
2347,0.0,,Missing_data,Missing_data,,-1,
2348,23.26,20.0,4.0,Missing_data,No,1,No
2349,9.3,6.0,2.0,2.0,No,1,No
2350,0.0,,Missing_data,Missing_data,,-1,
2351,4.65,20.0,3.0,5.0,No,1,No
2352,9.3,23.0,3.0,Missing_data,Yes,2,No
2353,9.3,20.0,2.0,Missing_data,No,2,No
2354,0.0,,Missing_data,Missing_data,,-1,
2355,0.0,,Missing_data,Missing_data,,-1,
2356,0.0,,Missing_data,Missing_data,,-1,
2357,0.0,,Missing_data,Missing_data,No,1,No
2358,0.0,,Missing_data,1.0,Missing_data,1,No
2359,0.0,,Missing_data,Missing_data,,-1,
2360,0.0,,Missing_data,Missing_data,,-1,
2361,0.0,,Missing_data,Missing_data,,-1,
2362,0.0,,Missing_data,Missing_data,,-1,
2363,0.0,,Missing_data,Missing_data,,-1,
2364,0.0,,Missing_data,Missing_data,,-1,
2365,0.0,,Missing_data,Missing_data,,-1,
2366,0.0,,Missing_data,Missing_data,,-1,
2367,0.0,,Missing_data,Missing_data,,-1,
2368,0.0,,Missing_data,Missing_data,,-1,
2369,4.651,,Missing_data,Missing_data,,-1,
2370,0.0,,Missing_data,Missing_data,,-1,
2371,4.651,,Missing_data,Missing_data,,-1,
2372,0.0,,Missing_data,Missing_data,,-1,
2373,0.0,,Missing_data,Missing_data,,-1,
2374,0.0,,Missing_data,Missing_data,,-1,
2375,0.0,,Missing_data,Missing_data,,-1,
2376,0.0,,Missing_data,Missing_data,,-1,
2377,0.0,,Missing_data,Missing_data,,-1,
2378,0.0,,Missing_data,Missing_data,,-1,
2379,0.0,,Missing_data,Missing_data,,-1,
2380,0.0,,Missing_data,Missing_data,,-1,
2381,0.0,,Missing_data,Missing_data,,-1,
2382,0.0,,Missing_data,Missing_data,,-1,
2383,0.0,,Missing_data,Missing_data,,-1,
2384,2.33,23.0,4.0,Missing_data,No,1,No
2385,0.0,,Missing_data,Missing_data,,-1,
2386,0.0,,Missing_data,Missing_data,,-1,
2387,0.0,,Missing_data,Missing_data,,-1,
2388,0.0,,Missing_data,Missing_data,,-1,
2389,4.65,23.0,4.0,Missing_data,No,1,No
2390,9.3,22.0,4.0,Missing_data,No,1,No
2391,4.65,24.0,4.0,Missing_data,No,2,No
2392,4.65,24.0,4.0,Missing_data,No,2,No
2393,2.33,24.0,4.0,Missing_data,No,1,No
2394,4.65,24.0,4.0,Missing_data,No,1,No
2395,4.65,24.0,4.0,Missing_data,No,2,No
2396,4.65,24.0,4.0,Missing_data,No,1,No
2397,0.0,,Missing_data,Missing_data,,-1,
2398,13.95,22.0,4.0,Missing_data,No,3,No
2399,0.0,,Missing_data,Missing_data,,-1,
2400,0.0,,Missing_data,Missing_data,,-1,
2401,0.0,,Missing_data,Missing_data,,-1,
2402,37.21,15.0,2.0,8.0,No,1,No
2403,6.98,21.0,4.0,Missing_data,No,2,No
2404,9.3,3.0,4.0,Missing_data,No,4,No
2405,0.0,,Missing_data,Missing_data,,-1,
2406,0.0,24.0,1.0,Missing_data,Missing_data,1,No
2407,0.0,,Missing_data,Missing_data,,-1,
2408,0.0,,Missing_data,Missing_data,,-1,
2409,0.0,,Missing_data,Missing_data,,-1,
2410,0.0,,Missing_data,Missing_data,,-1,
2411,4.65,20.0,4.0,Missing_data,No,1,No
2412,0.0,,Missing_data,Missing_data,,-1,
2413,13.95,22.0,4.0,Missing_data,No,1,No
2414,11.63,23.0,4.0,1.0,No,1,No
2415,9.3,16.0,2.0,1.0,No,1,No
2416,16.28,22.0,4.0,Missing_data,No,1,No
2417,9.3,15.0,2.0,1.0,No,1,No
2418,9.3,17.0,3.0,4.0,No,2,No
2419,9.3,22.0,4.0,Missing_data,No,2,No
2420,0.0,,Missing_data,Missing_data,,-1,
2421,0.0,,Missing_data,Missing_data,,-1,
2422,0.0,,Missing_data,Missing_data,,-1,
2423,0.0,,Missing_data,Missing_data,,-1,
2424,0.0,,Missing_data,Missing_data,,-1,
2425,9.3,23.0,4.0,Missing_data,No,1,No
2426,9.3,23.0,3.0,Missing_data,Yes,1,No
2427,18.6,23.0,4.0,Missing_data,Yes,1,No
2428,18.6,22.0,3.0,Missing_data,No,1,No
2429,6.98,21.0,4.0,Missing_data,No,1,No
2430,27.91,2.0,2.0,3.0,No,3,No
2431,0.0,,Missing_data,Missing_data,,-1,
2432,0.0,,Missing_data,Missing_data,,-1,
2433,0.0,,Missing_data,Missing_data,,-1,
2434,0.0,,Missing_data,Missing_data,,-1,
2435,0.0,,Missing_data,Missing_data,,-1,
2436,0.0,,Missing_data,Missing_data,,-1,
2437,0.0,,Missing_data,Missing_data,,-1,
2438,11.63,23.0,3.0,Missing_data,No,1,No
2439,0.0,,Missing_data,Missing_data,,-1,
2440,0.0,,Missing_data,Missing_data,,-1,
2441,9.3,20.0,2.0,Missing_data,No,1,No
2442,0.0,,Missing_data,Missing_data,,-1,
2443,0.0,,Missing_data,Missing_data,,-1,
2444,0.0,,Missing_data,Missing_data,,-1,
2445,0.0,,Missing_data,Missing_data,,-1,
2446,0.0,,Missing_data,Missing_data,,-1,
2447,0.0,,Missing_data,Missing_data,,-1,
2448,0.0,,Missing_data,Missing_data,,-1,
2449,2.33,19.0,3.0,2.0,No,1,No
2450,9.3,20.0,3.0,Missing_data,No,1,No
2451,0.0,,Missing_data,Missing_data,,-1,
2452,2.33,20.0,4.0,3.0,No,1,No
2453,9.3,13.0,1.0,2.0,No,1,No
2454,41.86,24.0,4.0,Missing_data,No,1,No
2455,9.3,23.0,4.0,Missing_data,Yes,1,No
2456,0.0,,Missing_data,Missing_data,,-1,
2457,0.0,,Missing_data,Missing_data,,-1,
2458,0.0,,Missing_data,Missing_data,,-1,
2459,0.0,,Missing_data,Missing_data,,-1,
2460,0.0,,Missing_data,Missing_data,,-1,
2461,9.3,20.0,1.0,4.0,Yes,2,No
2462,4.65,22.0,2.0,Missing_data,No,1,No
2463,0.0,,Missing_data,Missing_data,,-1,
2464,0.0,,Missing_data,Missing_data,,-1,
2465,0.0,,Missing_data,Missing_data,,-1,
2466,4.65,20.0,3.0,Missing_data,No,1,No
2467,2.33,23.0,4.0,Missing_data,No,1,No
2468,0.0,,Missing_data,Missing_data,,-1,
2469,9.3,20.0,2.0,5.0,Yes,1,No
2470,9.3,24.0,4.0,Missing_data,No,2,No
2471,0.0,,Missing_data,Missing_data,,-1,
2472,0.0,,Missing_data,Missing_data,,-1,
2473,46.51,20.0,4.0,Missing_data,Yes,1,No
2474,9.3,23.0,4.0,Missing_data,No,2,No
2475,4.65,20.0,3.0,5.0,No,1,No
2476,16.28,18.0,3.0,2.0,No,1,No
2477,18.6,12.0,2.0,2.0,Yes,1,No
2478,9.3,23.0,3.0,Missing_data,No,1,No
2479,9.3,23.0,4.0,Missing_data,No,1,No
2480,0.0,,Missing_data,Missing_data,,-1,
2481,0.0,,Missing_data,Missing_data,,-1,
2482,0.0,,Missing_data,Missing_data,,-1,
2483,0.0,,Missing_data,Missing_data,,-1,
2484,0.0,,Missing_data,Missing_data,,-1,
2485,4.65,24.0,4.0,Missing_data,No,1,No
2486,4.65,16.0,2.0,2.0,No,1,No
2487,4.65,24.0,4.0,Missing_data,No,1,No
2488,4.65,23.0,4.0,Missing_data,No,1,No
2489,6.98,22.0,4.0,Missing_data,Missing_data,1,No
2490,6.98,,4.0,Missing_data,Yes,1,No
2491,6.98,15.0,3.0,1.0,No,1,No
2492,0.0,,Missing_data,Missing_data,,-1,
2493,0.0,,Missing_data,Missing_data,,-1,
2494,0.0,,Missing_data,Missing_data,,-1,
2495,0.0,,Missing_data,Missing_data,,-1,
2496,0.0,,Missing_data,Missing_data,,-1,
2497,0.0,,Missing_data,Missing_data,,-1,
2498,0.0,,Missing_data,Missing_data,,-1,
2499,0.0,,Missing_data,Missing_data,,-1,
2500,0.0,,Missing_data,Missing_data,,-1,
2501,0.0,,Missing_data,Missing_data,,-1,
2502,0.0,,Missing_data,Missing_data,,-1,
2503,0.0,,Missing_data,Missing_data,,-1,
2504,0.0,,Missing_data,Missing_data,,-1,
2505,0.0,,Missing_data,Missing_data,,-1,
2506,0.0,,Missing_data,Missing_data,,-1,
2507,0.0,,Missing_data,Missing_data,,-1,
2508,0.0,,Missing_data,Missing_data,,-1,
2509,0.0,,Missing_data,Missing_data,,-1,
2510,0.0,,Missing_data,Missing_data,,-1,
2511,0.0,,Missing_data,Missing_data,,-1,
2512,0.0,,Missing_data,Missing_data,,-1,
2513,0.0,,Missing_data,Missing_data,,-1,
2514,0.0,,Missing_data,Missing_data,,-1,
2515,0.0,,Missing_data,Missing_data,,-1,
2516,2.33,24.0,4.0,Missing_data,No,2,No
2517,0.0,,Missing_data,Missing_data,,-1,
2518,0.0,,Missing_data,Missing_data,,-1,
2519,0.0,,Missing_data,Missing_data,,-1,
2520,0.0,,Missing_data,Missing_data,,-1,
2521,4.65,20.0,4.0,Missing_data,No,1,No
2522,0.0,22.0,4.0,Missing_data,Missing_data,1,No
2523,18.6,8.0,4.0,Missing_data,No,1,No
2524,2.33,6.0,2.0,Missing_data,No,1,No
2525,20.93,12.0,4.0,Missing_data,No,2,No
2526,2.33,22.0,4.0,Missing_data,No,1,No
2527,4.65,12.0,4.0,Missing_data,No,1,No
2528,0.0,,Missing_data,Missing_data,,-1,
2529,0.0,,Missing_data,Missing_data,,-1,
2530,0.0,,Missing_data,Missing_data,,-1,
2531,0.0,,Missing_data,Missing_data,,-1,
2532,0.0,,Missing_data,Missing_data,,-1,
2533,0.0,,Missing_data,Missing_data,,-1,
2534,0.0,,Missing_data,Missing_data,,-1,
2535,0.0,,Missing_data,Missing_data,,-1,
2536,0.0,,Missing_data,Missing_data,,-1,
2537,0.0,,Missing_data,Missing_data,,-1,
2538,0.0,,Missing_data,Missing_data,,-1,
2539,0.0,,Missing_data,Missing_data,,-1,
2540,0.0,,Missing_data,Missing_data,,-1,
2541,0.0,,Missing_data,Missing_data,,-1,
2542,0.0,,Missing_data,Missing_data,,-1,
2543,0.0,,Missing_data,Missing_data,,-1,
2544,0.0,,Missing_data,Missing_data,,-1,
2545,0.0,,Missing_data,Missing_data,,-1,
2546,0.0,,Missing_data,Missing_data,,-1,
2547,0.0,,Missing_data,Missing_data,,-1,
2548,0.0,,Missing_data,Missing_data,,-1,
2549,0.0,,Missing_data,Missing_data,,-1,
2550,0.0,,Missing_data,Missing_data,,-1,
2551,0.0,,Missing_data,Missing_data,,-1,
2552,0.0,,Missing_data,Missing_data,,-1,
2553,0.0,,Missing_data,Missing_data,,-1,
2554,0.0,,Missing_data,Missing_data,,-1,
2555,0.0,,Missing_data,Missing_data,,-1,
2556,0.0,,Missing_data,Missing_data,,-1,
2557,0.0,,Missing_data,Missing_data,,-1,
2558,0.0,,Missing_data,Missing_data,,-1,
2559,0.0,,Missing_data,Missing_data,,-1,
2560,0.0,,Missing_data,Missing_data,,-1,
2561,0.0,,Missing_data,Missing_data,,-1,
2562,0.0,,Missing_data,Missing_data,,-1,
2563,9.3,2.0,2.0,3.0,Missing_data,1,No
2564,0.0,,Missing_data,Missing_data,,-1,
2565,0.0,,Missing_data,Missing_data,,-1,
2566,0.0,,Missing_data,Missing_data,,-1,
2567,0.0,,Missing_data,Missing_data,,-1,
2568,0.0,,Missing_data,Missing_data,,-1,
2569,0.0,,Missing_data,Missing_data,,-1,
2570,0.0,,Missing_data,Missing_data,,-1,
2571,9.3,24.0,2.0,Missing_data,No,2,No
2572,0.0,,Missing_data,Missing_data,,-1,
2573,2.33,10.0,2.0,2.0,Yes,1,No
2574,3.72,22.0,4.0,Missing_data,Yes,1,No
2575,4.65,,Missing_data,Missing_data,No,1,No
2576,0.0,,Missing_data,Missing_data,,-1,
2577,0.0,,Missing_data,Missing_data,,-1,
2578,0.0,,Missing_data,Missing_data,,-1,
2579,0.0,,Missing_data,Missing_data,,-1,
2580,0.0,,Missing_data,Missing_data,,-1,
2581,0.0,,Missing_data,Missing_data,,-1,
2582,0.0,,Missing_data,Missing_data,,-1,
2583,0.0,,Missing_data,Missing_data,,-1,
2584,0.0,,Missing_data,Missing_data,,-1,
2585,0.0,,Missing_data,Missing_data,,-1,
2586,0.0,,Missing_data,Missing_data,,-1,
2587,0.0,,Missing_data,Missing_data,,-1,
2588,4.65,20.0,3.0,Missing_data,No,4,No
2589,0.0,,Missing_data,Missing_data,,-1,
2590,0.0,,Missing_data,Missing_data,,-1,
2591,0.0,,Missing_data,Missing_data,,-1,
2592,0.0,,Missing_data,Missing_data,,-1,
2593,4.65,13.0,3.0,3.0,Yes,1,No
2594,4.65,24.0,4.0,Missing_data,Missing_data,1,No
2595,4.65,24.0,4.0,Missing_data,Missing_data,1,No
2596,27.91,16.0,2.0,Missing_data,No,1,No
2597,9.3,10.0,1.0,Missing_data,No,1,No
2598,4.65,20.0,3.0,Missing_data,Yes,3,No
2599,0.0,,Missing_data,Missing_data,Missing_data,3,No
2600,2.33,20.0,2.0,3.0,Yes,1,No
2601,3.26,20.0,3.0,Missing_data,No,1,No
2602,4.65,,4.0,Missing_data,No,1,No
2603,0.0,,Missing_data,Missing_data,,-1,
2604,0.0,,Missing_data,Missing_data,,-1,
2605,0.0,,Missing_data,Missing_data,,-1,
2606,0.0,,Missing_data,Missing_data,,-1,
2607,4.65,15.0,4.0,Missing_data,No,1,No
2608,9.3,24.0,4.0,Missing_data,No,1,No
2609,0.0,,Missing_data,Missing_data,,-1,
2610,2.33,12.0,4.0,Missing_data,No,1,No
2611,0.0,,Missing_data,Missing_data,,-1,
2612,13.95,5.0,1.0,1.0,Yes,1,No
2613,0.0,,Missing_data,Missing_data,,-1,
2614,2.33,24.0,4.0,Missing_data,No,2,No
2615,23.26,10.0,2.0,1.0,Yes,1,No
2616,4.65,24.0,2.0,3.0,No,2,No
2617,0.0,,Missing_data,Missing_data,,-1,
2618,2.33,,Missing_data,Missing_data,No,1,No
2619,3.26,17.0,3.0,Missing_data,Yes,1,No
2620,0.0,,Missing_data,Missing_data,,-1,
2621,0.0,,Missing_data,Missing_data,,-1,
2622,2.33,,3.0,2.0,No,1,No
2623,4.65,20.0,4.0,Missing_data,Yes,1,No
2624,0.0,,Missing_data,Missing_data,,-1,
2625,0.0,,Missing_data,Missing_data,,-1,
2626,9.3,6.0,2.0,3.0,No,1,No
2627,0.0,,Missing_data,Missing_data,,-1,
2628,0.0,,Missing_data,Missing_data,,-1,
2629,37.21,20.0,3.0,Missing_data,No,1,No
2630,9.3,20.0,3.0,Missing_data,Yes,1,No
2631,0.0,,Missing_data,Missing_data,,-1,
2632,0.0,,Missing_data,Missing_data,,-1,
2633,0.0,,Missing_data,Missing_data,,-1,
2634,0.0,,Missing_data,Missing_data,,-1,
2635,0.0,,Missing_data,Missing_data,,-1,
2636,0.0,,Missing_data,Missing_data,,-1,
2637,0.0,,Missing_data,Missing_data,,-1,
2638,0.0,,Missing_data,Missing_data,,-1,
2639,0.0,,Missing_data,Missing_data,,-1,
2640,0.0,,Missing_data,Missing_data,,-1,
2641,0.0,,Missing_data,Missing_data,,-1,
2642,0.0,,Missing_data,Missing_data,,-1,
2643,0.0,,Missing_data,Missing_data,,-1,
2644,0.0,,Missing_data,Missing_data,,-1,
2645,23.26,5.0,3.0,2.0,No,1,No
2646,69.77,15.0,3.0,3.0,Yes,1,No
2647,0.0,,Missing_data,Missing_data,,-1,
2648,0.0,,Missing_data,Missing_data,,-1,
2649,0.0,,Missing_data,Missing_data,,-1,
2650,0.0,,Missing_data,Missing_data,,-1,
2651,0.0,,Missing_data,Missing_data,,-1,
2652,4.65,2.0,2.0,3.0,Yes,1,No
2653,0.0,,Missing_data,Missing_data,,-1,
2654,0.0,,Missing_data,Missing_data,,-1,
2655,0.0,,Missing_data,Missing_data,,-1,
2656,6.98,3.0,2.0,2.0,Yes,1,No
2657,0.0,,Missing_data,Missing_data,,-1,
2658,0.0,,Missing_data,Missing_data,,-1,
2659,9.3,10.0,1.0,2.0,Yes,1,No
2660,4.65,10.0,4.0,Missing_data,Yes,1,No
2661,0.0,,Missing_data,Missing_data,,-1,
2662,2.33,8.0,4.0,2.0,Yes,1,No
2663,23.26,20.0,4.0,Missing_data,No,1,No
2664,0.0,,Missing_data,Missing_data,,-1,
2665,0.0,,Missing_data,Missing_data,,-1,
2666,6.98,,Missing_data,Missing_data,Missing_data,3,No
2667,0.0,,3.0,Missing_data,Yes,1,No
2668,0.0,,Missing_data,Missing_data,,-1,
2669,4.65,20.0,4.0,Missing_data,No,1,No
2670,9.3,20.0,4.0,Missing_data,No,1,No
2671,18.6,5.0,2.0,2.0,Yes,1,No
2672,0.0,4.0,3.0,Missing_data,Yes,1,No
2673,0.0,,Missing_data,Missing_data,,-1,
2674,0.0,,Missing_data,Missing_data,,-1,
2675,0.0,,Missing_data,Missing_data,,-1,
2676,0.0,,Missing_data,Missing_data,,-1,
2677,0.0,,Missing_data,Missing_data,,-1,
2678,27.91,11.0,4.0,Missing_data,Yes,1,No
2679,9.3,11.0,2.0,2.0,No,1,No
2680,9.3,8.0,3.0,1.0,Yes,1,No
2681,0.0,,Missing_data,Missing_data,,-1,
2682,18.6,4.0,1.0,Missing_data,No,4,No
2683,4.65,24.0,4.0,Missing_data,No,1,No
2684,0.0,,Missing_data,Missing_data,,-1,
2685,0.0,,Missing_data,Missing_data,,-1,
2686,0.0,,Missing_data,Missing_data,,-1,
2687,0.0,,Missing_data,Missing_data,,-1,
2688,0.0,,Missing_data,Missing_data,,-1,
2689,0.0,,Missing_data,Missing_data,,-1,
2690,10.0,,Missing_data,Missing_data,,-1,
2691,0.0,,Missing_data,Missing_data,,-1,
2692,0.0,,Missing_data,Missing_data,,-1,
2693,0.0,,Missing_data,Missing_data,,-1,
2694,0.0,,Missing_data,Missing_data,,-1,
2695,0.0,,Missing_data,Missing_data,,-1,
2696,0.0,,Missing_data,Missing_data,,-1,
2697,0.0,,Missing_data,Missing_data,,-1,
2698,0.0,,Missing_data,Missing_data,,-1,
2699,0.0,,Missing_data,Missing_data,,-1,
2700,0.0,,Missing_data,Missing_data,,-1,
2701,0.0,,Missing_data,Missing_data,,-1,
2702,0.0,,Missing_data,Missing_data,,-1,
2703,0.0,,Missing_data,Missing_data,,-1,
2704,0.0,,Missing_data,Missing_data,,-1,
2705,0.0,,Missing_data,Missing_data,,-1,
2706,0.0,,Missing_data,Missing_data,,-1,
2707,13.95,,Missing_data,Missing_data,No,1,No
