,C22,C64,C88,C117,C119A,C26A,C26B,C68A,C68B,C107A,C107B,C127,C137A,C137B,C172A,C172B,C27A,C27B,C69A,C69B,C108A,C108B,C138A,C138B,C173A,C173B,C29A,C29B,C71A,C71B,C39_Yes,C39_No,C39_0,C81_No,C110_Yes,C140_Yes,C140_No,C17_Pre-paid,C17_Monthly bill,C17_Fixed monthly fee,C17_Pay based on lights and appliances used,C17_Utility estimates consumption,C17_We never used electricity,C17_No bill for electricity,C17_Other,C57_Fixed monthly fee,C57_Pay based on lights and appliances used,C57_No bill for electricity,C57_Other,C41_Yes,C41_No,C83_No,C112_No,C130_No,C142_No,C175_No
544,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,9.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
546,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,32.56,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
548,18.6,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
549,18.6,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
550,4.65,0.0,0.0,0.0,0.0,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
551,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,13.95,0.0,0.0,0.0,0.0,2.0,12.0,,,,,,,,,,2.0,4.0,,,,,,,,,0.0,2.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
558,20.93,0.0,0.0,0.0,0.0,,11.0,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
559,9.3,0.0,0.0,0.0,0.0,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
560,13.95,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
561,0.0,0.0,0.0,0.0,0.0,21.0,21.0,,,,,,,,,,4.0,4.0,,,,,,,,,0.0,0.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
562,400.0,0.0,0.0,0.0,0.0,18.0,22.0,,,,,,,,,,3.0,4.0,,,,,,,,,0.0,2.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
563,37.21,0.0,0.0,0.0,0.0,,11.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
564,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,23.26,0.0,0.0,0.0,0.0,22.0,23.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,1.0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
569,37.21,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
570,18.6,0.0,0.0,0.0,0.0,22.0,23.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,1.0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
571,13.95,0.0,0.0,0.0,0.0,23.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,1.0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
572,37.21,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,0.0,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
573,46.51,0.0,0.0,0.0,0.0,20.0,24.0,,,,,,,,,,2.0,4.0,,,,,,,,,0.0,1.0,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
574,9.3,0.0,0.0,0.0,0.0,22.0,23.0,,,,,,,,,,3.0,4.0,,,,,,,,,2.0,1.0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
575,11.63,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
576,9.3,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
577,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,18.6,0.0,0.0,0.0,0.0,,10.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
579,18.6,0.0,0.0,0.0,0.0,,15.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
580,9.3,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
581,13.95,0.0,0.0,0.0,0.0,23.0,23.0,,,,,,,,,,3.0,4.0,,,,,,,,,2.0,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
582,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,16.28,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,4.0,,,,,,,,,0.0,0.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
585,69.77,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,4.0,0.0,,,,,,,,,0.0,0.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
586,46.51,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,4.0,,,,,,,,,2.0,2.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
587,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,23.26,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
589,18.6,0.0,0.0,0.0,0.0,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
590,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,139.53,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,5.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
593,0.0,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
594,27.91,0.0,0.0,0.0,0.0,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
595,25.58,0.0,0.0,0.0,0.0,21.0,21.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
596,46.51,0.0,0.0,0.0,0.0,12.0,20.0,,,,,,,,,,4.0,4.0,,,,,,,,,1.0,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
597,27.91,0.0,0.0,0.0,0.0,,22.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
598,325.58,0.0,0.0,0.0,0.0,22.0,22.0,,,,,,,,,,3.0,3.0,,,,,,,,,1.0,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
599,116.28,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,4.0,,,,,,,,,0.0,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
600,46.51,0.0,0.0,0.0,0.0,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
601,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,4.65,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
603,9.3,0.0,0.0,0.0,0.0,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
604,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,13.95,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
607,18.6,0.0,0.0,0.0,0.0,,18.0,,,,,,,,,,,3.0,,,,,,,,,,0.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
608,9.3,0.0,0.0,0.0,0.0,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
609,4.65,0.0,0.0,0.0,0.0,,12.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
610,27.91,0.0,0.0,0.0,0.0,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
611,23.26,0.0,0.0,0.0,0.0,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
612,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,27.91,0.0,0.0,0.0,0.0,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
616,46.51,0.0,0.0,0.0,0.0,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
618,13.95,0.0,0.0,0.0,0.0,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
619,13.95,0.0,0.0,0.0,0.0,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
620,9.3,0.0,0.0,0.0,0.0,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
621,0.0,0.0,0.0,0.0,0.0,0.0,23.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
622,9.3,0.0,0.0,0.0,0.0,,22.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
623,27.91,0.0,0.0,0.0,0.0,,22.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
624,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,18.6,0.0,0.0,0.0,0.0,20.0,20.0,,,,,,,,,,3.0,3.0,,,,,,,,,3.0,2.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
630,27.91,0.0,0.0,0.0,0.0,,12.0,,,,,,,,,,,3.0,,,,,,,,,,0.0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
631,27.91,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
632,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,18.6,0.0,0.0,0.0,0.0,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
634,0.0,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,0.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
635,9.3,0.0,0.0,0.0,0.0,5.0,8.0,,,,,,,,,,3.0,4.0,,,,,,,,,0.0,0.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
636,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
640,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,2.33,0.0,0.0,0.0,0.0,3.0,20.0,,,,,,,,,,1.0,3.0,,,,,,,,,2.0,1.0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
643,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,9.3,0.0,0.0,0.0,0.0,6.0,14.0,,,,,,,,,,2.0,3.0,,,,,,,,,2.0,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
646,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,9.3,9.302,0.0,0.0,0.0,,20.0,,7.0,,,,,,,,,2.0,,3.0,,,,,,,,2.0,,2.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
654,23.26,0.0,0.0,0.0,0.0,0.0,22.0,,,,,,,,,,0.0,4.0,,,,,,,,,1.0,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
655,13.95,0.0,0.0,0.0,0.0,0.0,24.0,,,,,,,,,,0.0,4.0,,,,,,,,,0.0,0.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
656,16.28,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
657,18.6,0.0,0.0,0.0,0.0,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
658,4.65,0.0,0.0,0.0,0.0,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
659,0.0,0.0,0.0,0.0,0.0,,12.0,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
660,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,18.6,0.0,0.0,0.0,0.0,4.0,5.0,,,,,,,,,,3.0,4.0,,,,,,,,,5.0,4.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
664,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,6.98,0.0,0.0,0.0,0.0,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
666,27.91,0.0,0.0,0.0,0.0,10.0,12.0,,,,,,,,,,1.0,4.0,,,,,,,,,3.0,0.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
667,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,27.91,0.0,0.0,0.0,0.0,15.0,23.0,,,,,,,,,,2.0,4.0,,,,,,,,,4.0,1.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
669,9.3,0.0,0.0,0.0,0.0,6.0,12.0,,,,,,,,,,3.0,3.0,,,,,,,,,3.0,2.0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
670,69.77,0.0,0.0,0.0,0.0,5.0,24.0,,,,,,,,,,4.0,4.0,,,,,,,,,2.0,2.0,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
671,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
